record_id,source,item_label,category,material_family,material_keywords,weight_kg,weight_kg_filled,weight_imputed,width_cm,depth_cm,height_cm,volume_l,size_bin,weight_bin,missing_dimensions,missing_weight,missing_materials,url,product_url
s19384116,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"particleboard,plywood,solid,wood,polyurethane,foam,1,2,lb,cu,ft,laminated,veneer,lumber,fiberboard,particleboard,solid,wood,polyurethane,foam,1,2,lb,cu,ft,polyurethane,foam,1,5,lb,cu,ft,laminated,veneer,lumber,fiberboard,100,polyester,100,recycled,felt,liner,polyurethane,foam,2,0,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,30,cut,polyurethane,foam,70,polyester,fibers,steel,polypropylene,polyester,wadding,100,polyester,100,recycled,100,cotton",72.14834352,72.14834352,False,224.16,92.08,48.9,1009.32792192,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/uppland-sofa-blekinge-white__0818565_pe774487_s5.jpg,https://www.ikea.com/us/en/p/uppland-sofa-blekinge-white-s19384116/
80550885,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,unknown,,,45.0,True,200.98,91.12,81.92,1500.225339392,extra_large,very_heavy,False,True,True,https://www.ikea.com/us/en/images/products/gammalbyn-sofa-gray__0868926_pe781434_s5.jpg,https://www.ikea.com/us/en/p/gammalbyn-sofa-gray-80550885/
s89318321,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"plywood,solid,pine,particleboard,fiberboard,plywood,solid,pine,polyurethane,foam,1,5,lb,cu,ft,particleboard,fiberboard,polyurethane,foam,1,5,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyester,wadding,100,polyester,min,90,recycled,solid,wood,oak,veneer,clear,lacquer",63.33051504,63.33051504,False,206.06,92.08,80.96,1536.1354286079998,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/morabo-sofa-gunnared-dark-gray-wood__0602117_pe680186_s5.jpg,https://www.ikea.com/us/en/p/morabo-sofa-gunnared-dark-gray-wood-s89318321/
80512247,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"plywood,felt,liner,laminated,veneer,lumber,polyurethane,foam,1,5,lb,cu,ft,fiberboard,fiberboard,steel,felt,liner,epoxy,polyester,powder,coating,plywood,polyurethane,foam,1,2,lb,cu,ft,100,recycled,solid,cardboard,fiberboard,fiberboard,polyurethane,foam,1,5,lb,cu,ft,abs,plastic",36.173962,36.173962,False,196.85,80.64,75.88,1204.51790592,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/linanaes-sofa-vissle-dark-gray__1013898_pe829450_s5.jpg,https://www.ikea.com/us/en/p/linanaes-sofa-vissle-dark-gray-80512247/
s69489639,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"solid,wood,particleboard,plywood,polyurethane,foam,1,2,lb,cu,ft,fiberboard,laminated,veneer,lumber,steel,polypropylene,felt,liner,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,100,polyester,hollow,fiber,100,recycled,100,polyester,100,recycled,polyester,wadding,100,polyester,100,recycled,43,cotton,27,viscose,rayon,18,polyester,100,recycled,12,linen",43.06402448,43.06402448,False,232.09,93.03,35.56,767.787790812,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/hyltarp-sofa-gransel-natural__1193814_pe901641_s5.jpg,https://www.ikea.com/us/en/p/hyltarp-sofa-gransel-natural-s69489639/
s39440593,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"polyester,wadding,fiberboard,plywood,solid,wood,particleboard,fiberboard,solid,wood,plywood,particleboard,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,steel,polyester,fiber,balls,100,polyester,min,90,recycled,100,polyester,100,recycled",53.72343648,53.72343648,False,227.97,94.93,82.87,1793.4055893270001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/kivik-sofa-tibbleby-beige-gray__1056144_pe848277_s5.jpg,https://www.ikea.com/us/en/p/kivik-sofa-tibbleby-beige-gray-s39440593/
40595942,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"100,polyester,min,90,recycled,polyester,wadding,steel,steel,epoxy,polyester,powder,coating,plywood,laminated,veneer,lumber,steel,steel,epoxy,polyester,powder,coating,steel,epoxy,polyester,powder,coating,polyurethane,foam,1,5,lb,cu,ft,felt,liner,steel,100,polyester,hollow,fiber,100,recycled,30,cut,polyurethane,foam,70,polyester,fibers,polyurethane,foam,polypropylene,steel,galvanized",26.308336,26.308336,False,171.13,78.11,19.05,254.64066991500002,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/glostad-sofa-knisa-dark-gray__1234948_pe917261_s5.jpg,https://www.ikea.com/us/en/p/glostad-sofa-knisa-dark-gray-40595942/
s69517048,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_sectional_sleeper_sofas,beds mattresses beds sleeper sofas sofa beds sectional sleeper sofas,mixed,"100,polyester,min,90,recycled,particleboard,fiberboard,100,polyester,min,70,recycled,polyurethane,foam,1,5,lb,cu,ft,100,polyester,100,recycled,100,polyester,min,90,recycled,solid,wood,plywood,particleboard,plywood,particleboard,melamine,foil,100,polyester,100,recycled,polypropylene,plywood,particleboard,solid,wood,fiberboard,particleboard,100,polyester,min,70,recycled,polyurethane,foam,2,0,lb,cu,ft,100,polyester,min,90,recycled",41.10450704,41.10450704,False,229.87,151.13,26.67,926.5225501770001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/friheten-sleeper-sectional-3-seat-w-storage-faringe-light-gray__1320707_pe941322_s5.jpg,https://www.ikea.com/us/en/p/friheten-sleeper-sectional-3-seat-w-storage-faringe-light-gray-s69517048/
s79440586,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"polyester,wadding,fiberboard,particleboard,plywood,solid,wood,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,felt,liner,steel,polyester,fiber,balls,polyester,wadding,fiberboard,plywood,solid,wood,particleboard,fiberboard,solid,wood,plywood,particleboard,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,steel,polyester,fiber,balls,100,polyester,min,90,recycled,100,polyester,100,recycled",48.58877504,48.58877504,False,280.04,162.88,82.87,3779.9422826240007,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/kivik-sofa-with-chaise-tibbleby-beige-gray__1056147_pe848280_s5.jpg,https://www.ikea.com/us/en/p/kivik-sofa-with-chaise-tibbleby-beige-gray-s79440586/
s09305695,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"100,polyester,plywood,fiberboard,steel,solid,wood,100,polyester,hollow,fiber,100,recycled,polyurethane,foam,1,2,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyester,wadding,plywood,fiberboard,polyurethane,foam,1,5,lb,cu,ft,solid,wood,steel,epoxy,polyester,powder,coating,100,polyester,hollow,fiber,100,recycled,polyurethane,foam,1,2,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyester,wadding,100,polyester,76,cotton,24,polyester,100,recycled,100,polypropylene",34.64535696,34.64535696,False,192.09,99.06,36.2,688.8293614800001,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/soederhamn-sofa-with-open-end-viarp-beige-brown__0802679_pe768540_s5.jpg,https://www.ikea.com/us/en/p/soederhamn-sofa-with-open-end-viarp-beige-brown-s09305695/
00575451,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_loveseat_sleepers,beds mattresses beds sleeper sofas sofa beds loveseat sleepers,mixed,"100,polyester,100,recycled,laminated,veneer,lumber,solid,wood,plywood,high,resilience,polyurethane,foam,cold,foam,1,8,lb,cu,ft,paperboard,min,0,recycled,particleboard,plywood,fiberboard,particleboard,high,resilience,polyurethane,foam,cold,foam,1,8,lb,cu,ft,30,cut,polyurethane,foam,70,polyester,fibers,abs,plastic,100,polyester,100,polypropylene",34.359594,34.359594,False,126.05,75.88,60.96,583.06252704,large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/fridhult-sleeper-sofa-skiftebo-yellow__1265821_pe927821_s5.jpg,https://www.ikea.com/us/en/p/fridhult-sleeper-sofa-skiftebo-yellow-00575451/
70512243,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"100,polyester,min,70,recycled,100,polypropylene,fiberboard,felt,liner,plywood,polyurethane,foam,1,5,lb,cu,ft,laminated,veneer,lumber,steel,felt,liner,epoxy,polyester,powder,coating,100,polyester,min,70,recycled,plywood,polyurethane,foam,1,2,lb,cu,ft,100,recycled,solid,cardboard,fiberboard,100,polyester,min,70,recycled,100,polypropylene,polyurethane,foam,1,5,lb,cu,ft,abs,plastic",26.535132,26.535132,False,196.85,80.64,75.88,1204.51790592,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/linanaes-sofa-with-chaise-vissle-dark-gray__1013908_pe829460_s5.jpg,https://www.ikea.com/us/en/p/linanaes-sofa-with-chaise-vissle-dark-gray-70512243/
s09010617,IKEA,sofas_armchairs_sofas_sectionals_loveseats,sofas armchairs sofas sectionals loveseats,mixed,"polyester,wadding,plywood,particleboard,laminated,veneer,lumber,fiberboard,polyurethane,foam,2,0,lb,cu,ft,steel,epoxy,polyester,powder,coating,polypropylene,100,polyester,min,90,recycled",46.91955648,46.91955648,False,180.02,87.95,66.04,1045.5954043600002,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/klippan-loveseat-vissle-gray__0239990_pe379591_s5.jpg,https://www.ikea.com/us/en/p/klippan-loveseat-vissle-gray-s09010617/
s49520240,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_sectional_sleeper_sofas,beds mattresses beds sleeper sofas sofa beds sectional sleeper sofas,mixed,"100,polyester,min,90,recycled,particleboard,fiberboard,100,polyester,min,70,recycled,polyurethane,foam,1,5,lb,cu,ft,100,polyester,100,recycled,100,polyester,min,90,recycled,solid,wood,plywood,particleboard,plywood,particleboard,melamine,foil,100,polyester,100,recycled,polypropylene,plywood,particleboard,solid,wood,fiberboard,particleboard,100,polyester,min,70,recycled,polyurethane,foam,2,0,lb,cu,ft,100,polyester,min,90,recycled,100,polyester,min,90,recycled,100,polyester,100,polypropylene,polyurethane,foam,1,5,lb,cu,ft,100,polyester,100,recycled",41.10450704,41.10450704,False,229.87,151.13,26.67,926.5225501770001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/friheten-klagshamn-sleeper-sectional-3-seat-w-storage-faringe-light-gray__1360642_pe954542_s5.jpg,https://www.ikea.com/us/en/p/friheten-klagshamn-sleeper-sectional-3-seat-w-storage-faringe-light-gray-s49520240/
s19389468,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"100,polypropylene,steel,epoxy,polyester,powder,coating,particleboard,plywood,polyurethane,foam,1,5,lb,cu,ft,solid,wood,fiberboard,polyurethane,foam,2,0,lb,cu,ft,steel,30,cut,polyurethane,foam,70,polyester,fibers,solid,birch,clear,lacquer,polyester,wadding,100,polyester,min,60,recycled,100,polypropylene,100,polyester,100,recycled,100,polyester,min,90,recycled",17.88966848,17.88966848,False,206.06,80.01,11.43,188.444816658,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/paerup-sofa-vissle-gray__1041907_pe841187_s5.jpg,https://www.ikea.com/us/en/p/paerup-sofa-vissle-gray-s19389468/
s19579944,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"solid,wood,particleboard,plywood,polyurethane,foam,2,0,lb,cu,ft,particleboard,fiberboard,steel,solid,wood,stain,clear,acrylic,lacquer,felt,liner,polyurethane,foam,2,0,lb,cu,ft,100,polyester,100,recycled,polypropylene,polyester,wadding,100,polyester,100,recycled,78,cotton,22,polyester,100,recycled,100,polyester",47.99456952,47.99456952,False,207.01,85.09,43.81,771.6904082289999,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/ekholma-sofa-hemmesta-gray-green__1370027_pe958458_s5.jpg,https://www.ikea.com/us/en/p/ekholma-sofa-hemmesta-gray-green-s19579944/
s29317758,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"plywood,solid,pine,particleboard,fiberboard,plywood,solid,pine,polyurethane,foam,1,5,lb,cu,ft,particleboard,fiberboard,polyurethane,foam,1,5,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyester,wadding,dyed,through,top,grain,leather,with,a,treated,embossed,and,pigmented,surface,100,polyurethane,75,polyester,25,cotton,solid,wood,oak,veneer,clear,lacquer",70.987148,70.987148,False,206.06,92.08,80.96,1536.1354286079998,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/morabo-sofa-grann-bomstad-golden-brown-wood__0602112_pe680181_s5.jpg,https://www.ikea.com/us/en/p/morabo-sofa-grann-bomstad-golden-brown-wood-s29317758/
70489011,IKEA,sofas_armchairs_sofas_sectionals_loveseats,sofas armchairs sofas sectionals loveseats,mixed,"100,polyester,min,90,recycled,steel,epoxy,polyester,powder,coating,plywood,laminated,veneer,lumber,steel,polyurethane,foam,1,5,lb,cu,ft,felt,liner,100,polyester,hollow,fiber,100,recycled,polyurethane,foam",19.36384248,19.36384248,False,120.97,78.11,20.96,198.05034203199997,large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/glostad-loveseat-knisa-dark-gray__0950864_pe800736_s5.jpg,https://www.ikea.com/us/en/p/glostad-loveseat-knisa-dark-gray-70489011/
s19319060,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"polyester,wadding,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,steel,polyester,wadding,30,cut,polyurethane,foam,70,polyester,fibers,polyester,wadding,plywood,polyurethane,foam,2,0,lb,cu,ft,particleboard,solid,wood,fiberboard,polypropylene,polyester,wadding,plywood,polyurethane,foam,1,2,lb,cu,ft,particleboard,fiberboard,solid,wood,steel,epoxy,polyester,powder,coating,100,polyester,100,recycled,100,polyester,min,90,recycled,100,polyester,100,recycled,100,polyester,100,polyester,min,90,recycled",45.67217848,45.67217848,False,240.98,98.11,22.23,525.573837594,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/finnala-sofa-gunnared-beige__0514366_pe639439_s5.jpg,https://www.ikea.com/us/en/p/finnala-sofa-gunnared-beige-s19319060/
50582618,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_loveseat_sleepers,beds mattresses beds sleeper sofas sofa beds loveseat sleepers,mixed,"particleboard,laminated,veneer,lumber,fiberboard,plywood,paperboard,100,recycled,polyurethane,foam,2,0,lb,cu,ft,felt,liner,melamine,foil,30,cut,polyurethane,foam,70,polyester,fibers,steel,epoxy,polyester,powder,coating,steel,galvanized,polypropylene,100,polyester,min,90,recycled",48.420946,48.420946,False,206.06,87.0,45.09,808.3383498000001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/lindakra-sleeper-sofa-knisa-bright-orange__1360557_pe954468_s5.jpg,https://www.ikea.com/us/en/p/lindakra-sleeper-sofa-knisa-bright-orange-50582618/
s49563102,IKEA,sofas_armchairs_sofas_sectionals_sectionals,sofas armchairs sofas sectionals sectionals,mixed,"solid,wood,particleboard,plywood,polyurethane,foam,2,0,lb,cu,ft,particleboard,fiberboard,steel,solid,wood,stain,clear,acrylic,lacquer,polyurethane,foam,2,0,lb,cu,ft,100,polyester,100,recycled,polyester,wadding,polypropylene,100,polyester,100,recycled,100,polyester",54.00466352,54.00466352,False,235.9,194.94,38.73,1781.0511805799997,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/ekholma-corner-sofa-4-seat-with-open-end-hakebo-dark-gray__1360589_pe954490_s5.jpg,https://www.ikea.com/us/en/p/ekholma-corner-sofa-4-seat-with-open-end-hakebo-dark-gray-s49563102/
50582543,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_loveseat_sleepers,beds mattresses beds sleeper sofas sofa beds loveseat sleepers,mixed,"100,polyester,min,90,recycled,100,polyester,min,70,recycled,100,polypropylene,laminated,veneer,lumber,particleboard,solid,wood,polyurethane,foam,1,2,lb,cu,ft,felt,liner,plywood,paperboard,100,recycled,polyurethane,foam,2,0,lb,cu,ft,fiberboard,100,polypropylene,100,polyester,hollow,fiber,100,recycled,polyurethane,foam,70,cut,polyurethane,foam,30,polyester,fibers,steel,epoxy,polyester,powder,coating,polypropylene",37.96111448,37.96111448,False,158.12,74.93,41.27,488.96413713200013,large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/skoenabaeck-sleeper-sofa-knisa-dark-gray__1360572_pe954478_s5.jpg,https://www.ikea.com/us/en/p/skoenabaeck-sleeper-sofa-knisa-dark-gray-50582543/
90341151,IKEA,beds_mattresses_beds_sleeper_sofas_sofa_beds_sleeper_sofa_beds,beds mattresses beds sleeper sofas sofa beds sleeper sofa beds,mixed,"100,polyester,100,recycled,100,polyester,min,70,recycled,particleboard,plywood,polyurethane,foam,2,0,lb,cu,ft,solid,wood,plywood,particleboard,paint,polypropylene",53.01583296,53.01583296,False,225.11,105.09,82.87,1960.4398364130004,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/friheten-sleeper-sofa-skiftebo-dark-gray__0525504_pe644868_s5.jpg,https://www.ikea.com/us/en/p/friheten-sleeper-sofa-skiftebo-dark-gray-90341151/
s59579923,IKEA,sofas_armchairs_sofas_sectionals_loveseats,sofas armchairs sofas sectionals loveseats,mixed,"solid,wood,particleboard,plywood,polyurethane,foam,2,0,lb,cu,ft,particleboard,fiberboard,steel,solid,wood,stain,clear,acrylic,lacquer,felt,liner,polyurethane,foam,2,0,lb,cu,ft,100,polyester,100,recycled,polypropylene,polyester,wadding,100,polyester,100,recycled,78,cotton,22,polyester,100,recycled,100,polyester",39.20849248,39.20849248,False,167.0,85.09,43.81,622.5414143,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/ekholma-loveseat-hemmesta-gray-green__1370015_pe958447_s5.jpg,https://www.ikea.com/us/en/p/ekholma-loveseat-hemmesta-gray-green-s59579923/
s49319214,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"polyester,wadding,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,steel,polyester,wadding,30,cut,polyurethane,foam,70,polyester,fibers,polyester,wadding,plywood,polyurethane,foam,2,0,lb,cu,ft,particleboard,solid,wood,fiberboard,polypropylene,polyester,wadding,plywood,polyurethane,foam,1,2,lb,cu,ft,particleboard,fiberboard,solid,wood,steel,epoxy,polyester,powder,coating,100,polyester,100,recycled,polyester,wadding,plywood,polyurethane,foam,1,2,lb,cu,ft,particleboard,fiberboard,solid,wood,melamine,foil,30,cut,polyurethane,foam,70,polyester,fibers,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polypropylene,steel,epoxy,polyester,powder,coating,galvanized,100,polyester,min,90,recycled,100,polyester,100,recycled,100,polyester,100,polyester,min,90,recycled,100,polyester,100,polyester,100,recycled,100,polyester,min,90,recycled",45.67217848,45.67217848,False,321.94,98.11,22.23,702.1464074820001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/finnala-sectional-4-seat-with-chaise-gunnared-beige__0514363_pe639433_s5.jpg,https://www.ikea.com/us/en/p/finnala-sectional-4-seat-with-chaise-gunnared-beige-s49319214/
s69578602,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"100,polyester,min,90,recycled,polyester,wadding,steel,steel,epoxy,polyester,powder,coating,plywood,laminated,veneer,lumber,steel,steel,epoxy,polyester,powder,coating,steel,epoxy,polyester,powder,coating,polyurethane,foam,1,5,lb,cu,ft,felt,liner,steel,100,polyester,hollow,fiber,100,recycled,30,cut,polyurethane,foam,70,polyester,fibers,polyurethane,foam,polypropylene,steel,galvanized,100,polyester,min,90,recycled,100,polypropylene,particleboard,solid,wood,felt,liner,steel,laminated,veneer,lumber,polyurethane,foam,1,5,lb,cu,ft,polypropylene,steel,epoxy,polyester,powder,coating,steel,galvanized",26.308336,26.308336,False,171.13,78.11,67.95,908.2852241850001,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/glostad-sofa-with-chaise-knisa-dark-gray__1234952_pe917265_s5.jpg,https://www.ikea.com/us/en/p/glostad-sofa-with-chaise-knisa-dark-gray-s69578602/
s79494391,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"polyester,wadding,fiberboard,particleboard,plywood,solid,wood,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,felt,liner,steel,polyester,fiber,balls,polyester,wadding,fiberboard,plywood,solid,wood,particleboard,fiberboard,solid,wood,plywood,particleboard,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,polyurethane,foam,2,0,lb,cu,ft,steel,polyester,fiber,balls,100,polyester,100,recycled,78,cotton,22,polyester,100,recycled,78,cotton,22,polyester,100,recycled,100,polyester,100,recycled",53.72343648,53.72343648,False,318.13,162.88,82.87,4294.075983328001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/kivik-sectional-4-seat-with-chaise-tresund-light-beige__1125141_pe875384_s5.jpg,https://www.ikea.com/us/en/p/kivik-sectional-4-seat-with-chaise-tresund-light-beige-s79494391/
s79389842,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"100,polypropylene,steel,epoxy,polyester,powder,coating,particleboard,plywood,polyurethane,foam,1,5,lb,cu,ft,solid,wood,fiberboard,polyurethane,foam,2,0,lb,cu,ft,steel,30,cut,polyurethane,foam,70,polyester,fibers,solid,birch,clear,lacquer,polyester,wadding,100,polyester,min,60,recycled,100,polypropylene,100,polyester,100,recycled,100,polyester,min,90,recycled",35.88819904,35.88819904,False,234.95,147.96,86.04,2991.02590008,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/paerup-sofa-with-chaise-vissle-gray__1041911_pe841191_s5.jpg,https://www.ikea.com/us/en/p/paerup-sofa-with-chaise-vissle-gray-s79389842/
s69574294,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"100,polyester,min,90,recycled,high,resilient,polyurethane,foam,cold,foam,particleboard,solid,wood,plywood,polyurethane,foam,2,2,lb,cu,ft,fiberboard,steel,polypropylene",44.76499448,44.76499448,False,242.89,99.06,69.85,1680.6387354899996,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/stockholm-2025-3-seat-sofa-alhamn-beige__1362835_pe955331_s5.jpg,https://www.ikea.com/us/en/p/stockholm-2025-3-seat-sofa-alhamn-beige-s69574294/
00512232,IKEA,sofas_armchairs_sofas_sectionals_loveseats,sofas armchairs sofas sectionals loveseats,mixed,"plywood,polyurethane,foam,1,2,lb,cu,ft,laminated,veneer,lumber,polyurethane,foam,1,5,lb,cu,ft,fiberboard,fiberboard,steel,epoxy,polyester,powder,coating,plywood,polyurethane,foam,1,2,lb,cu,ft,100,recycled,solid,cardboard,fiberboard,fiberboard,polyurethane,foam,1,5,lb,cu,ft,abs,plastic",25.99535752,25.99535752,False,136.84,80.64,77.15,851.3330918400002,large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/linanaes-loveseat-vissle-beige__0972125_pe811545_s5.jpg,https://www.ikea.com/us/en/p/linanaes-loveseat-vissle-beige-00512232/
90594370,IKEA,sofas_armchairs_sofas_sectionals_three_seat_sofas,sofas armchairs sofas sectionals three seat sofas,mixed,"100,polypropylene,100,polyester,min,70,recycled,particleboard,solid,wood,polyurethane,foam,1,2,lb,cu,ft,plywood,laminated,veneer,lumber,paperboard,100,recycled,fiberboard,100,polyester,min,70,recycled,100,polypropylene,high,resilience,polyurethane,foam,cold,foam,1,8,lb,cu,ft,100,polyester,min,70,recycled,100,polypropylene,polyurethane,foam,1,4,lb,cu,ft,100,polyester,hollow,fiber,100,recycled,100,polypropylene,100,polyester,min,70,recycled,polyurethane,foam,1,2,lb,cu,ft,polyurethane,foam,1,5,lb,cu,ft,100,nylon,100,polyester,polypropylene,steel,epoxy,polyester,powder,coating,solid,wood,clear,lacquer,100,polyester,min,90,recycled",42.410852,42.410852,False,246.06,94.93,74.93,1750.2505916940001,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/slatorp-sofa-vissle-yellow-green__1381676_pe961869_s5.jpg,https://www.ikea.com/us/en/p/slatorp-sofa-vissle-yellow-green-90594370/
s19577577,IKEA,sofas_armchairs_sofas_sectionals_sofas_with_chaise,sofas armchairs sofas sectionals sofas with chaise,mixed,"100,polyester,100,recycled,100,polyester,min,70,recycled,100,polypropylene,solid,wood,polyurethane,foam,1,2,lb,cu,ft,plywood,particleboard,laminated,veneer,lumber,fiberboard,100,polyester,min,70,recycled,100,polypropylene,high,resilience,polyurethane,foam,cold,foam,1,8,lb,cu,ft,100,polyester,min,70,recycled,100,polypropylene,polyurethane,foam,1,4,lb,cu,ft,100,polyester,hollow,fiber,100,recycled,100,polypropylene,100,nylon,100,polyester,polypropylene,steel,epoxy,polyester,powder,coating,solid,wood,clear,lacquer,100,polypropylene,100,polyester,min,70,recycled,particleboard,solid,wood,polyurethane,foam,1,2,lb,cu,ft,plywood,laminated,veneer,lumber,paperboard,100,recycled,fiberboard,100,polyester,min,70,recycled,100,polypropylene,high,resilience,polyurethane,foam,cold,foam,1,8,lb,cu,ft,100,polyester,min,70,recycled,100,polypropylene,polyurethane,foam,1,4,lb,cu,ft,100,polyester,hollow,fiber,100,recycled,100,polypropylene,100,polyester,min,70,recycled,polyurethane,foam,1,2,lb,cu,ft,polyurethane,foam,1,5,lb,cu,ft,100,nylon,100,polyester,polypropylene,steel,epoxy,polyester,powder,coating,solid,wood,clear,lacquer,100,polyester,100,recycled",34.58639,34.58639,False,255.91,94.93,74.93,1820.3146749590003,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/slatorp-sofa-with-chaise-hakebo-dark-gray__1381683_pe961874_s5.jpg,https://www.ikea.com/us/en/p/slatorp-sofa-with-chaise-hakebo-dark-gray-s19577577/
