record_id,source,item_label,category,material_family,material_keywords,weight_kg,weight_kg_filled,weight_imputed,width_cm,depth_cm,height_cm,volume_l,size_bin,weight_bin,missing_dimensions,missing_weight,missing_materials,url,product_url
50605238,IKEA,tables_chairs_stools,tables chairs stools,mixed,"polypropylene,min,50,recycled,steel,epoxy,polyester,powder,coating",1.587572,1.587572,False,40.01,45.72,4.45,8.14019454,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/marius-stool-blue__1388830_pe964995_s5.jpg,https://www.ikea.com/us/en/p/marius-stool-blue-50605238/
80555557,IKEA,tables_chairs_stools,tables chairs stools,unknown,,,8.0,True,41.91,47.94,45.09,90.59326788599999,medium,medium,False,True,True,https://www.ikea.com/us/en/images/products/kyrre-stool-bright-blue__1181813_pe896805_s5.jpg,https://www.ikea.com/us/en/p/kyrre-stool-bright-blue-80555557/
30555159,IKEA,tables_chairs_stools,tables chairs stools,mixed,"solid,pine,clear,acrylic,lacquer,steel,epoxy,polyester,powder,coating,polyethylene,polypropylene",3.80110096,3.80110096,False,36.83,45.72,45.09,75.92559008399999,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/domsten-stool-orange-pine__1176290_pe894990_s5.jpg,https://www.ikea.com/us/en/p/domsten-stool-orange-pine-30555159/
s59399804,IKEA,tables_chairs_stools,tables chairs stools,wood,"plywood,birch,veneer,tinted,lacquer,layer,glued,wood,veneer,birch,veneer,tinted,lacquer",2.69433648,2.69433648,False,42.55,47.62,5.08,10.293253479999999,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/kyrre-stool-set-of-2-birch__1082700_pe858780_s5.jpg,https://www.ikea.com/us/en/p/kyrre-stool-set-of-2-birch-s59399804/
50611022,IKEA,tables_chairs_step_stools_step_ladders,tables chairs step stools step ladders,plastic,"solid,rubberwood,adhesive,clear,acrylic,lacquer",4.59035104,4.59035104,False,42.86,39.05,49.85,83.43309754999999,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/bekvaem-step-stool-rubberwood__1389752_pe965251_s5.jpg,https://www.ikea.com/us/en/p/bekvaem-step-stool-rubberwood-50611022/
30498418,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"steel,epoxy,powder,coating,polypropylene,plastic,min,50,recycled",3.96893,3.96893,False,53.98,44.13,89.85,214.03504539,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/stig-bar-stool-with-backrest-black-black__0948110_pe798867_s5.jpg,https://www.ikea.com/us/en/p/stig-bar-stool-with-backrest-black-black-30498418/
80485338,IKEA,tables_chairs_stools,tables chairs stools,wood,"solid,pine",4.989512,4.989512,False,48.9,27.94,45.09,61.60493394000001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/perjohan-stool-with-storage-pine__1018243_pe831131_s5.jpg,https://www.ikea.com/us/en/p/perjohan-stool-with-storage-pine-80485338/
80613091,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"solid,birch,adhesive,acrylic,paint,steel,epoxy,polyester,powder,coating,steel,polyamide,acetal,plastic,polyamide,acetal,plastic",4.762716,4.762716,False,49.85,49.85,6.99,17.370307275,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/dalfred-bar-stool-birch__1409370_pe972226_s5.jpg,https://www.ikea.com/us/en/p/dalfred-bar-stool-birch-80613091/
40571535,IKEA,tables_chairs_stools,tables chairs stools,plastic,"polypropylene,plastic,min,50,recycled,thermoplastic,elastomer",1.22016248,1.22016248,False,39.05,40.01,45.09,70.448187645,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/ibbarbo-stool-dark-gray__1367673_pe957380_s5.jpg,https://www.ikea.com/us/en/p/ibbarbo-stool-dark-gray-40571535/
20572753,IKEA,sofas_armchairs_ottomans_footstools_pouffes_fabric_ottomans,sofas armchairs ottomans footstools pouffes fabric ottomans,mixed,"100,polyester,min,90,recycled,100,polyester,min,80,recycled,100,polypropylene,plywood,solid,wood,particleboard,paperboard,100,recycled,100,polypropylene,100,polyester,min,80,recycled,particleboard,polyamide,polyurethane,foam,2,0,lb,cu,ft,solid,beech,clear,acrylic,lacquer",6.463686,6.463686,False,41.27,41.91,40.96,70.84546867200001,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/foerlunda-pouffe-with-storage-vissle-beige__1320736_pe941339_s5.jpg,https://www.ikea.com/us/en/p/foerlunda-pouffe-with-storage-vissle-beige-20572753/
40582044,IKEA,tables_chairs_stools,tables chairs stools,mixed,"solid,pine,stain,clear,acrylic,lacquer,solid,pine,adhesive,stain,clear,acrylic,lacquer",2.69433648,2.69433648,False,32.07,32.07,45.09,46.374384141,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/hauga-stool-white__1336854_pe947479_s5.jpg,https://www.ikea.com/us/en/p/hauga-stool-white-40582044/
10560996,IKEA,tables_chairs_stools,tables chairs stools,mixed,"100,polyurethane,75,polyester,25,cotton,polyester,wadding,solid,beech,clear,acrylic,lacquer,fiberboard,particleboard,polyester,wadding,polyurethane,foam,2,2,lb,cu,ft,100,polyurethane,75,polyester,25,cotton",4.48148896,4.48148896,False,46.04,46.04,41.91,88.835855856,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/holmsjoe-stool-beech-jonsbyn-black__1179403_pe895924_s5.jpg,https://www.ikea.com/us/en/p/holmsjoe-stool-beech-jonsbyn-black-10560996/
20411425,IKEA,outdoor_outdoor_patio_furniture_outdoor_seating_outdoor_chairs_outdoor_dining_chairs,outdoor outdoor patio furniture outdoor seating outdoor chairs outdoor dining chairs,mixed,"solid,acacia,wood,acrylic,stain,polypropylene",4.082328,4.082328,False,34.92,47.94,42.86,71.75041732800001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/stackholmen-stool-outdoor-light-brown-stained__0728393_pe736231_s5.jpg,https://www.ikea.com/us/en/p/stackholmen-stool-outdoor-light-brown-stained-20411425/
10122647,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"solid,wood,adhesive,fiberboard,acrylic,paint",8.75886152,8.75886152,False,40.01,45.09,91.12,164.38511800799998,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/ingolf-bar-stool-with-backrest-white__0728062_pe736035_s5.jpg,https://www.ikea.com/us/en/p/ingolf-bar-stool-with-backrest-white-10122647/
00152282,IKEA,tables_chairs_stools,tables chairs stools,mixed,"solid,wood,adhesive,fiberboard,acrylic,paint",4.48148896,4.48148896,False,40.01,29.84,45.09,53.832878856,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/ingolf-stool-white__0727383_pe735636_s5.jpg,https://www.ikea.com/us/en/p/ingolf-stool-white-00152282/
30554635,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"polypropylene,plastic,min,50,recycled,solid,eucalyptus,wood,acrylic,stain,aluminum,polyester,powder,coating",5.13012552,5.13012552,False,45.09,44.13,75.88,150.98767059600002,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/groensta-bar-stool-white-indoor-outdoor__1335567_pe947092_s5.jpg,https://www.ikea.com/us/en/p/groensta-bar-stool-white-indoor-outdoor-30554635/
40570404,IKEA,tables_chairs_stools,tables chairs stools,mixed,"steel,epoxy,polyester,powder,coating,polypropylene",1.78715248,1.78715248,False,33.97,32.07,45.09,49.121853111,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/gunde-folding-stool-black__1321494_pe941625_s5.jpg,https://www.ikea.com/us/en/p/gunde-folding-stool-black-40570404/
70578286,IKEA,tables_chairs_children_s_chairs_kids_stools_benches,tables chairs children s chairs kids stools benches,textile,"100,polyester,100,recycled,100,polyester,hollow,fiber,100,recycled",0.14061352,0.14061352,False,,,5.08,,small,light,False,False,False,https://www.ikea.com/us/en/images/products/skogsduva-stool-cover-toadstool-shaped-red-white__1372901_ph200449_s5.jpg,https://www.ikea.com/us/en/p/skogsduva-stool-cover-toadstool-shaped-red-white-70578286/
50406465,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"layer,glued,wood,veneer,oak,veneer,stain,clear,acrylic,lacquer,steel,epoxy,polyester,powder,coating",5.49753504,5.49753504,False,49.85,44.13,94.93,208.83465586500003,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/franklin-bar-stool-with-backrest-foldable-black-black__0727485_pe735710_s5.jpg,https://www.ikea.com/us/en/p/franklin-bar-stool-with-backrest-foldable-black-black-50406465/
70510300,IKEA,outdoor_outdoor_patio_furniture_outdoor_seating_outdoor_chairs_outdoor_dining_chairs,outdoor outdoor patio furniture outdoor seating outdoor chairs outdoor dining chairs,mixed,"solid,acacia,wood,acrylic,stain",3.12071296,3.12071296,False,36.51,36.51,45.09,60.10407270899999,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/naemmaroe-stool-outdoor-foldable-light-brown-stained__1138761_pe880061_s5.jpg,https://www.ikea.com/us/en/p/naemmaroe-stool-outdoor-foldable-light-brown-stained-70510300/
00360587,IKEA,bathroom_furniture_supplies_more_bathroom_stools_benches,bathroom furniture supplies more bathroom stools benches,plastic,"solid,aspen,acrylic,paint",4.59035104,4.59035104,False,37.15,37.15,49.85,68.79910662500001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/muskan-storage-stool-white__0503380_pe632621_s5.jpg,https://www.ikea.com/us/en/p/muskan-storage-stool-white-00360587/
20033919,IKEA,sofas_armchairs_ottomans_footstools_pouffes_rattan_ottomans,sofas armchairs ottomans footstools pouffes rattan ottomans,mixed,"banana,leaves,clear,acrylic,lacquer,steel,epoxy,polyester,powder,coating,rattan,clear,acrylic,lacquer",3.57430496,3.57430496,False,59.69,59.69,18.1,64.48841941,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/alseda-stool-banana-fiber__24302_pe089431_s5.jpg,https://www.ikea.com/us/en/p/alseda-stool-banana-fiber-20033919/
60572770,IKEA,sofas_armchairs_ottomans_footstools_pouffes_fabric_ottomans,sofas armchairs ottomans footstools pouffes fabric ottomans,mixed,"100,polyester,min,90,recycled,100,polypropylene,100,polyester,min,80,recycled,particleboard,paperboard,100,recycled,solid,wood,polyurethane,foam,2,0,lb,cu,ft,steel,epoxy,polyester,powder,coating,solid,beech,polyamide,stain,clear,acrylic,lacquer",5.58371752,5.58371752,False,46.99,46.99,44.13,97.44169221300001,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/moertfors-pouffe-diseroed-gray__1320807_pe941370_s5.jpg,https://www.ikea.com/us/en/p/moertfors-pouffe-diseroed-gray-60572770/
70246089,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"steel,epoxy,polyester,powder,coating,stainless,steel,polypropylene,polyamide,aluminum,stainless,steel,epoxy,polyester,powder,coating,reinforced,polypropylene",12.75500704,12.75500704,False,38.1,35.88,84.14,115.02173592000003,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/janinge-bar-stool-white__0728069_pe736042_s5.jpg,https://www.ikea.com/us/en/p/janinge-bar-stool-white-70246089/
90511233,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,wood,"solid,birch,tinted,lacquer,layer,glued,wood,veneer,birch,veneer,tinted,lacquer",6.54986848,6.54986848,False,44.13,39.05,74.93,129.125108145,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/roenninge-bar-stool-birch__1044548_pe842221_s5.jpg,https://www.ikea.com/us/en/p/roenninge-bar-stool-birch-90511233/
90555953,IKEA,tables_chairs_stools,tables chairs stools,mixed,"72,jute,28,cotton,steel,epoxy,powder,coating,polypropylene",1.75993696,1.75993696,False,47.94,46.99,45.09,101.57427005400001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/boeskil-stool-black-natural__1185899_pe898604_s5.jpg,https://www.ikea.com/us/en/p/boeskil-stool-black-natural-90555953/
s89471761,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"solid,wood,stain,clear,acrylic,lacquer,steel,epoxy,polyester,powder,coating,steel,polyethylene,100,polyester,polyester,wadding,100,polyester,100,recycled,100,cotton",8.87225952,8.87225952,False,45.09,47.94,97.16,210.022474536,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/bergmund-bar-stool-with-backrest-black-fagelfors-multicolor__1002068_pe824595_s5.jpg,https://www.ikea.com/us/en/p/bergmund-bar-stool-with-backrest-black-fagelfors-multicolor-s89471761/
60131734,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"steel,chrome,plated,polypropylene,polycarbonate,plastic,polyethylene,brass",7.20304096,7.20304096,False,49.85,47.94,88.9,212.4540201,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/glenn-bar-stool-white-chrome-plated__0728083_pe736048_s5.jpg,https://www.ikea.com/us/en/p/glenn-bar-stool-white-chrome-plated-60131734/
70510296,IKEA,outdoor_outdoor_patio_furniture_outdoor_seating_outdoor_chairs_outdoor_dining_chairs,outdoor outdoor patio furniture outdoor seating outdoor chairs outdoor dining chairs,mixed,"solid,acacia,wood,acrylic,stain",5.86948048,5.86948048,False,36.51,36.51,73.03,97.34753670299999,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/naemmaroe-bar-stool-outdoor-light-brown-stained__1138760_pe880060_s5.jpg,https://www.ikea.com/us/en/p/naemmaroe-bar-stool-outdoor-light-brown-stained-70510296/
00424693,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"solid,pine,stain,clear,acrylic,lacquer,layer,glued,wood,veneer,ash,veneer,ash,veneer,layer,glued,wood,veneer,stain,clear,acrylic,lacquer",5.783298,5.783298,False,40.01,45.09,87.95,158.666276655,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/nordviken-bar-stool-with-backrest-black__0714166_pe729956_s5.jpg,https://www.ikea.com/us/en/p/nordviken-bar-stool-with-backrest-black-00424693/
70400504,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"65,polyester,min,90,recycled,35,cotton,solid,eucalyptus,wood,stain,clear,acrylic,lacquer,fiberboard,polyurethane,foam,2,2,lb,cu,ft,polyester,wadding",7.597666,7.597666,False,45.09,51.12,100.97,232.73593077600003,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-gray__0657893_pe710024_s5.jpg,https://www.ikea.com/us/en/p/ekedalen-bar-stool-with-backrest-dark-brown-orrsta-light-gray-70400504/
40534798,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"layer,glued,wood,veneer,steel,chrome,plated,100,polyester,polyester,wadding,polyamide,100,nylon,non,woven,polypropylene,100,polyester,min,90,recycled",7.343654480000001,7.343654480000001,False,46.99,51.12,93.98,225.75206462399998,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/lillanaes-bar-stool-chrome-plated-gunnared-dark-gray__1150252_pe884439_s5.jpg,https://www.ikea.com/us/en/p/lillanaes-bar-stool-chrome-plated-gunnared-dark-gray-40534798/
80290779,IKEA,tables_chairs_children_s_chairs_kids_stools_benches,tables chairs children s chairs kids stools benches,mixed,"solid,pine,tinted,clear,acrylic,lacquer,fiberboard,acrylic,paint",4.649318,4.649318,False,54.93,38.1,45.09,94.36583997000001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/flisat-childs-bench-adjustable__0728031_pe736021_s5.jpg,https://www.ikea.com/us/en/p/flisat-childs-bench-adjustable-80290779/
30515451,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"100,polyester,min,90,recycled,steel,epoxy,polyester,powder,coating,layer,glued,wood,veneer,polyurethane,foam,2,2,lb,cu,ft,non,woven,polypropylene",4.395306479999999,4.395306479999999,False,40.64,62.23,4.45,11.254171040000001,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/grasala-bar-stool-gray__1157542_pe887742_s5.jpg,https://www.ikea.com/us/en/p/grasala-bar-stool-gray-30515451/
90510808,IKEA,outdoor_outdoor_patio_furniture_outdoor_seating_outdoor_chairs_outdoor_dining_chairs,outdoor outdoor patio furniture outdoor seating outdoor chairs outdoor dining chairs,mixed,"steel,steel,polyester,powder,coating,100,polyester,steel,polyester,powder,coating",8.11022496,8.11022496,False,55.88,54.93,98.11,301.147506924,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/segeroen-bar-stool-outdoor-white-beige__1138775_pe880077_s5.jpg,https://www.ikea.com/us/en/p/segeroen-bar-stool-outdoor-white-beige-90510808/
40568255,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"100,polyester,min,90,recycled,100,polypropylene,fiberboard,steel,high,resilient,polyurethane,foam,cold,foam,high,resilient,polyurethane,foam,cold,foam,steel,polyethylene,epoxy,polyester,powder,coating",12.38759752,12.38759752,False,60.01,55.88,100.97,338.588638036,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/tossberg-bar-stool-with-backrest-metal-black-gunnared-dark-gray__1213255_pe911018_s5.jpg,https://www.ikea.com/us/en/p/tossberg-bar-stool-with-backrest-metal-black-gunnared-dark-gray-40568255/
s99011764,IKEA,tables_chairs_dining_furniture_dining_sets_dining_sets_up_to_2_seats,tables chairs dining furniture dining sets dining sets up to 2 seats,mixed,"particleboard,melamine,foil,plastic,edging,plastic,edging,melamine,foil,steel,epoxy,polyester,powder,coating,steel,polypropylene,min,50,recycled,steel,epoxy,polyester,powder,coating",8.19187152,8.19187152,False,74.93,74.93,73.98,415.36107250200007,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/melltorp-marius-table-and-2-stools-white-black__0737990_pe741291_s5.jpg,https://www.ikea.com/us/en/p/melltorp-marius-table-and-2-stools-white-black-s99011764/
00397736,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"solid,wood,adhesive,stain,clear,acrylic,lacquer,plywood,stain,clear,acrylic,lacquer,birch,veneer,birch,veneer,layer,glued,wood,veneer,stain,clear,acrylic,lacquer,birch,veneer,layer,glued,wood,veneer,stain,clear,acrylic,lacquer",6.49090152,6.49090152,False,46.04,46.99,102.87,222.550974252,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/norraryd-bar-stool-with-backrest-black__0728070_pe736043_s5.jpg,https://www.ikea.com/us/en/p/norraryd-bar-stool-with-backrest-black-00397736/
60400745,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"steel,epoxy,polyester,powder,coating,layer,glued,wood,veneer,beech,veneer,stain,clear,acrylic,lacquer",5.842264960000001,5.842264960000001,False,53.02,51.12,99.06,268.490480544,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/yngvar-bar-stool-anthracite__0714270_pe729999_s5.jpg,https://www.ikea.com/us/en/p/yngvar-bar-stool-anthracite-60400745/
90449608,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"66,cotton,34,polyester,solid,eucalyptus,wood,adhesive,stain,clear,acrylic,lacquer,solid,eucalyptus,wood,fiberboard,polyurethane,foam,1,4,lb,cu,ft,polyester,wadding,solid,eucalyptus,wood,fiberboard,polyester,wadding,polyurethane,foam,2,2,lb,cu,ft",8.704430480000001,8.704430480000001,False,46.99,57.15,100.01,268.574704785,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/hansolle-bar-stool-black-brown__0987269_pe817486_s5.jpg,https://www.ikea.com/us/en/p/hansolle-bar-stool-black-brown-90449608/
60534797,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"layer,glued,wood,veneer,steel,chrome,plated,100,polyester,polyester,wadding,polyamide,100,nylon,non,woven,polypropylene,100,polyester,min,90,recycled",7.91064448,7.91064448,False,46.99,52.07,107.0,261.8043151,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/lillanaes-bar-stool-chrome-plated-gunnared-dark-gray__1150259_pe893865_s5.jpg,https://www.ikea.com/us/en/p/lillanaes-bar-stool-chrome-plated-gunnared-dark-gray-60534797/
90503346,IKEA,outdoor_outdoor_patio_furniture_outdoor_seating_outdoor_chairs_outdoor_dining_chairs,outdoor outdoor patio furniture outdoor seating outdoor chairs outdoor dining chairs,mixed,"steel,steel,polyester,powder,coating,100,polyester,polypropylene,steel,polyester,powder,coating",8.19187152,8.19187152,False,53.02,53.02,81.92,230.28698316800003,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/segeroen-bar-stool-outdoor-swivel-white-beige__1138774_pe880076_s5.jpg,https://www.ikea.com/us/en/p/segeroen-bar-stool-outdoor-swivel-white-beige-90503346/
90515453,IKEA,tables_chairs_bar_furniture_bar_stools_chairs,tables chairs bar furniture bar stools chairs,mixed,"100,polyester,min,90,recycled,steel,epoxy,polyester,powder,coating,layer,glued,wood,veneer,polyurethane,foam,2,2,lb,cu,ft,non,woven,polypropylene",4.935080960000001,4.935080960000001,False,41.91,76.2,4.45,14.2112619,medium,light,False,False,False,https://www.ikea.com/us/en/images/products/grasala-bar-stool-gray__1157548_pe887743_s5.jpg,https://www.ikea.com/us/en/p/grasala-bar-stool-gray-90515453/
s69442331,IKEA,tables_chairs_bar_furniture_bar_tables_sets,tables chairs bar furniture bar tables sets,mixed,"solid,birch,tinted,lacquer,layer,glued,wood,veneer,birch,veneer,tinted,lacquer,particleboard,birch,veneer,tinted,clear,acrylic,lacquer,birch,veneer,clear,acrylic,lacquer,birch,veneer,tinted,clear,acrylic,lacquer,solid,birch,adhesive,birch,veneer,tinted,clear,acrylic,lacquer,solid,birch,adhesive,tinted,clear,acrylic,lacquer",13.58054448,13.58054448,False,43.81,76.84,10.79,36.323028716,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/roenninge-roenninge-bar-table-and-2-bar-stools-birch-birch__1046599_pe843056_s5.jpg,https://www.ikea.com/us/en/p/roenninge-roenninge-bar-table-and-2-bar-stools-birch-birch-s69442331/
s29297227,IKEA,tables_chairs_bar_furniture_bar_tables_sets,tables chairs bar furniture bar tables sets,mixed,"aluminum,epoxy,polyester,powder,coating,steel,epoxy,polyester,powder,coating,particleboard,laminate,plastic,edging,laminate,solid,wood,adhesive,stain,clear,acrylic,lacquer,plywood,stain,clear,acrylic,lacquer,birch,veneer,birch,veneer,layer,glued,wood,veneer,stain,clear,acrylic,lacquer,birch,veneer,layer,glued,wood,veneer,stain,clear,acrylic,lacquer",7.851677519999999,7.851677519999999,False,72.39,91.44,10.79,71.42269586399999,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black__0680383_pe719836_s5.jpg,https://www.ikea.com/us/en/p/stensele-norraryd-bar-table-and-2-bar-stools-anthracite-anthracite-black-s29297227/
s09442305,IKEA,tables_chairs_bar_furniture_bar_tables_sets,tables chairs bar furniture bar tables sets,mixed,"solid,birch,tinted,lacquer,layer,glued,wood,veneer,birch,veneer,tinted,lacquer,particleboard,birch,veneer,tinted,clear,acrylic,lacquer,birch,veneer,clear,acrylic,lacquer,birch,veneer,tinted,clear,acrylic,lacquer,solid,birch,adhesive,birch,veneer,tinted,clear,acrylic,lacquer,solid,birch,adhesive,tinted,clear,acrylic,lacquer",13.58054448,13.58054448,False,43.81,76.84,10.79,36.323028716,medium,medium,False,False,False,https://www.ikea.com/us/en/images/products/roenninge-roenninge-bar-table-and-4-bar-stools-birch-birch__1046600_pe843054_s5.jpg,https://www.ikea.com/us/en/p/roenninge-roenninge-bar-table-and-4-bar-stools-birch-birch-s09442305/
s19304228,IKEA,tables_chairs_bar_furniture_bar_tables_sets,tables chairs bar furniture bar tables sets,mixed,"particleboard,ash,veneer,stain,clear,acrylic,lacquer,solid,ash,solid,pine,adhesive,ash,veneer,stain,clear,acrylic,lacquer,plywood,ash,veneer,stain,tinted,clear,acrylic,lacquer,65,polyester,min,90,recycled,35,cotton,solid,eucalyptus,wood,stain,clear,acrylic,lacquer,fiberboard,polyurethane,foam,2,2,lb,cu,ft,polyester,wadding",13.60776,13.60776,False,30.48,120.02,8.26,30.216811296,large,medium,False,False,False,https://www.ikea.com/us/en/images/products/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-gray__0747808_pe744732_s5.jpg,https://www.ikea.com/us/en/p/ekedalen-ekedalen-bar-table-and-4-bar-stools-dark-brown-orrsta-light-gray-s19304228/
40273593,IKEA,tables_chairs_children_s_chairs_kids_stools_benches,tables chairs children s chairs kids stools benches,unknown,,,2.5,True,24.13,24.13,6.99,4.069975731,small,light,False,True,True,https://www.ikea.com/us/en/images/products/flisat-childrens-stool__0727952_pe735964_s5.jpg,https://www.ikea.com/us/en/p/flisat-childrens-stool-40273593/
50357785,IKEA,tables_chairs_children_s_chairs_kids_stools_benches,tables chairs children s chairs kids stools benches,unknown,,,2.5,True,27.3,27.3,6.99,5.209577100000001,small,light,False,True,True,https://www.ikea.com/us/en/images/products/utter-childrens-stool-indoor-outdoor-white__0727959_pe735962_s5.jpg,https://www.ikea.com/us/en/p/utter-childrens-stool-indoor-outdoor-white-50357785/
s49576029,IKEA,outdoor_outdoor_patio_furniture_outdoor_chaise_lounges,outdoor outdoor patio furniture outdoor chaise lounges,mixed,"solid,acacia,wood,acrylic,stain,thermoplastic,elastomer,100,polyester,min,90,recycled,100,polyester,100,recycled",22.65238448,22.65238448,False,59.69,193.68,7.62,88.09298510400001,extra_large,heavy,False,False,False,https://www.ikea.com/us/en/images/products/naemmaroe-chaise-outdoor-light-brown-stained-kuddarna-light-grey-beige__1379444_pe961551_s5.jpg,https://www.ikea.com/us/en/p/naemmaroe-chaise-outdoor-light-brown-stained-kuddarna-light-grey-beige-s49576029/
s59494575,IKEA,sofas_armchairs_sofas_sectionals_modular_sofas,sofas armchairs sofas sectionals modular sofas,mixed,"polyester,wadding,laminated,veneer,lumber,particleboard,fiberboard,plywood,solid,wood,polyurethane,foam,1,2,lb,cu,ft,acrylic,paint,melamine,foil,solid,wood,particleboard,fiberboard,plywood,polyurethane,foam,1,2,lb,cu,ft,polyurethane,foam,1,5,lb,cu,ft,high,resilience,polyurethane,foam,cold,foam,2,2,lb,cu,ft,felt,liner,steel,polypropylene,steel,polypropylene,epoxy,polyester,powder,coating,polyester,wadding,particleboard,fiberboard,plywood,polyurethane,foam,1,2,lb,cu,ft,polyurethane,foam,1,5,lb,cu,ft,solid,wood,polypropylene,100,polyester,100,recycled",46.80615848,46.80615848,False,94.93,160.02,71.12,1080.3624844320002,extra_large,very_heavy,False,False,False,https://www.ikea.com/us/en/images/products/jaettebo-chaise-module-right-with-armrest-samsala-dark-yellow-green__1127998_pe876356_s5.jpg,https://www.ikea.com/us/en/p/jaettebo-chaise-module-right-with-armrest-samsala-dark-yellow-green-s59494575/
